edge_id,u,v,edge_length_m,estimated_travel_time,routing_cost,static_cost,speed_limit,traffic_signal_density,intersection_density,commercial_density,nightlife_density,hospital_density,police_station_distance,cctv_density_estimate,lighting_score,crime_score,activity_score,event_frequency,infrastructure_score,connectivity_score,isolated_area_score,road_risk_score,travel_time_estimate,congestion_score,flood_risk,weather_exposure_score,poi_density,time_risk,adjacency_count,zone,direction,source_area,destination_area,road_name,road_type,highway_type,junction_type,road_width_estimate,zone_type,static_component,graph_component
69,18,568,99.33,11.92,162.38,99.33,30.0,0.115,0.415,0.7025,0.407,0.2055,0.5405,0.605,0.7435,0.3415,0.5605,0.138,0.3705,0.5655,0.247,0.351,5.725,0.5675,0.193,0.389,0.5775,0.3605,7.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Mackan Road,tertiary,tertiary,none,7.5m,SafeZone,0,0
70,19,1629,34.71,6.25,57.3,34.71,20.0,0.225,0.535,0.657,0.431,0.204,0.4,0.6025,0.726,0.291,0.518,0.1465,0.363,0.505,0.3075,0.361,2.305,0.5795,0.1695,0.2895,0.515,0.3595,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
71,19,2223,22.67,4.08,37.25,22.67,20.0,0.285,0.43,0.613,0.4235,0.148,0.187,0.599,0.6925,0.2815,0.5225,0.153,0.3305,0.5135,0.278,0.3485,2.555,0.589,0.149,0.298,0.559,0.331,7.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
72,19,2229,61.62,11.09,101.54,61.62,20.0,0.24,0.555,0.6315,0.4465,0.2905,0.531,0.578,0.679,0.3015,0.477,0.1485,0.3545,0.476,0.2995,0.369,3.15,0.5575,0.136,0.2875,0.503,0.423,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
73,19,2250,17.52,3.15,28.96,17.52,20.0,0.33,0.47,0.652,0.3905,0.1755,0.325,0.598,0.69,0.3,0.459,0.1015,0.3575,0.534,0.26,0.3515,2.555,0.604,0.133,0.3165,0.4735,0.369,7.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
74,20,53,124.88,17.98,214.48,124.88,25.0,0.305,0.31,0.63,0.4135,0.1985,0.796,0.583,0.698,0.3675,0.4595,0.1065,0.389,0.4955,0.3525,0.42,4.765,0.595,0.168,0.352,0.4655,0.4955,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
75,20,72,146.3,21.07,253.03,146.3,25.0,0.34,0.295,0.648,0.4095,0.231,0.788,0.5635,0.7005,0.3335,0.471,0.144,0.428,0.455,0.343,0.4285,2.8,0.602,0.0825,0.379,0.51,0.467,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
76,20,2228,110.53,15.92,187.63,110.53,25.0,0.485,0.365,0.6795,0.4705,0.132,0.6565,0.542,0.728,0.332,0.44,0.119,0.467,0.5515,0.313,0.4035,3.225,0.588,0.096,0.3935,0.4815,0.445,7.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
77,21,28,41.0,5.9,69.95,41.0,25.0,0.375,0.46,0.5965,0.3962,0.3498,0.4908,0.5615,0.663,0.393,0.4335,0.1178,0.4398,0.4548,0.335,0.4265,1.12,0.5592,0.1212,0.3155,0.4015,0.463,5.5,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
78,21,40,30.08,5.42,50.15,30.08,20.0,0.34,0.43,0.5822,0.3938,0.2498,0.4808,0.5975,0.6905,0.3045,0.4245,0.136,0.3922,0.4542,0.3398,0.3928,2.72,0.5488,0.147,0.3448,0.4278,0.4268,5.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
79,21,2219,26.06,4.69,44.33,26.06,20.0,0.395,0.5,0.6275,0.4508,0.3342,0.5482,0.5905,0.6895,0.3345,0.468,0.1458,0.4402,0.4588,0.2985,0.4145,2.345,0.5732,0.1128,0.3155,0.4385,0.4625,5.5,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
80,22,32,47.62,5.71,81.54,47.62,30.0,0.43,0.57,0.7655,0.43,0.1895,0.7385,0.597,0.7275,0.425,0.483,0.083,0.4915,0.5555,0.305,0.3915,7.465,0.6415,0.1555,0.3835,0.448,0.4865,5.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Sultan Gunta Road,tertiary,tertiary,none,7.5m,SafeZone,0,0
81,22,2283,36.37,4.36,62.67,36.37,30.0,0.515,0.34,0.7695,0.475,0.3705,0.749,0.6465,0.7745,0.368,0.515,0.1195,0.4745,0.516,0.3415,0.412,2.985,0.6225,0.1185,0.402,0.4975,0.4555,4.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Sultan Gunta Road,tertiary,tertiary,none,7.5m,SafeZone,0,0
82,23,1621,34.94,4.19,59.82,34.94,30.0,0.41,0.37,0.702,0.4498,0.1085,0.6082,0.5795,0.7115,0.3865,0.4568,0.164,0.425,0.494,0.3123,0.4192,1.6,0.5855,0.1908,0.3248,0.474,0.4678,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Old Cemetery Road,residential,residential,none,7.5m,SafeZone,0,0
83,23,1657,83.92,12.08,144.2,83.92,25.0,0.335,0.525,0.6815,0.4452,0.188,0.7497,0.555,0.6895,0.322,0.4398,0.174,0.3915,0.467,0.3358,0.4188,1.87,0.599,0.1972,0.3002,0.4235,0.4668,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Old Cemetery Road,residential,residential,none,7.5m,SafeZone,0,0
84,23,1708,85.79,10.29,143.55,85.79,30.0,0.225,0.475,0.6285,0.3862,0.22,0.7317,0.543,0.6525,0.3325,0.4418,0.1355,0.4125,0.488,0.3708,0.4157,1.78,0.515,0.1902,0.3282,0.4385,0.4632,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Old Cemetery Road,residential,residential,none,7.5m,SafeZone,0,0
85,24,45,26.48,3.81,44.74,26.48,25.0,0.36,0.33,0.6,0.376,0.098,0.2485,0.628,0.718,0.3075,0.4595,0.136,0.39,0.5195,0.298,0.4,2.77,0.5795,0.1945,0.3085,0.455,0.348,7.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
86,24,1665,57.79,8.32,97.39,57.79,25.0,0.29,0.425,0.615,0.397,0.1715,0.5245,0.5755,0.6675,0.266,0.474,0.1035,0.372,0.5465,0.3125,0.3795,5.055,0.6115,0.2275,0.326,0.4755,0.4035,7.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
87,24,2239,52.73,7.59,89.22,52.73,25.0,0.425,0.46,0.5955,0.4145,0.112,0.1585,0.6335,0.7375,0.351,0.4425,0.156,0.393,0.5225,0.3625,0.3885,5.475,0.607,0.2115,0.3265,0.4095,0.321,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
88,25,56,49.87,5.98,88.86,49.87,30.0,0.39,0.445,0.647,0.363,0.3435,0.682,0.6335,0.7115,0.4265,0.5245,0.0655,0.4535,0.561,0.262,0.4355,4.21,0.693,0.1995,0.3825,0.509,0.4505,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,residential,residential,none,7.5m,SafeZone,0,0
89,25,2232,49.09,5.89,85.88,49.09,30.0,0.34,0.35,0.609,0.4375,0.3515,0.7075,0.58,0.6495,0.491,0.4705,0.0855,0.424,0.486,0.327,0.438,4.425,0.6225,0.159,0.341,0.455,0.4985,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,residential,residential,none,7.5m,SafeZone,0,0
90,25,2234,34.57,4.15,60.48,34.57,30.0,0.405,0.405,0.703,0.464,0.3075,0.4915,0.5995,0.7325,0.384,0.5125,0.0955,0.4695,0.565,0.259,0.4095,3.865,0.6805,0.157,0.3545,0.529,0.417,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,residential,residential,none,7.5m,SafeZone,0,0
91,25,2260,56.97,6.84,96.96,56.97,30.0,0.295,0.37,0.5835,0.447,0.4095,0.587,0.5435,0.6585,0.398,0.4735,0.136,0.368,0.5015,0.314,0.4035,5.99,0.597,0.1605,0.2905,0.4965,0.4595,7.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,residential,residential,none,7.5m,SafeZone,0,0
92,26,1602,60.18,7.22,103.86,60.18,30.0,0.3,0.675,0.7675,0.4495,0.3455,0.5855,0.578,0.705,0.315,0.5465,0.1435,0.4405,0.522,0.2645,0.3965,10.855,0.6585,0.1215,0.354,0.566,0.3965,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,residential,residential,none,7.5m,SafeZone,0,0
93,26,1658,48.25,5.79,83.17,48.25,30.0,0.34,0.64,0.7185,0.433,0.277,0.709,0.572,0.6915,0.3425,0.497,0.135,0.449,0.5495,0.2755,0.3875,9.405,0.672,0.183,0.3545,0.463,0.4445,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,residential,residential,none,7.5m,SafeZone,0,0
94,26,2227,76.19,9.14,133.18,76.19,30.0,0.385,0.455,0.67,0.4525,0.287,0.777,0.5385,0.6595,0.38,0.4125,0.1385,0.427,0.497,0.3325,0.4375,10.91,0.621,0.2205,0.334,0.393,0.4915,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,residential,residential,none,7.5m,SafeZone,0,0
95,27,81,28.02,5.04,47.62,28.02,20.0,0.435,0.4117,0.6131,0.3932,0.2519,0.5417,0.5961,0.6952,0.2689,0.4871,0.1418,0.4097,0.4675,0.2815,0.3931,2.53,0.6123,0.1458,0.3243,0.4838,0.4015,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
96,27,1652,30.27,5.45,51.78,30.27,20.0,0.455,0.385,0.5802,0.44,0.1992,0.7108,0.5848,0.711,0.2728,0.4962,0.1542,0.4087,0.4885,0.315,0.4002,2.66,0.621,0.1175,0.3225,0.5075,0.4365,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
97,27,1663,35.36,5.09,60.58,35.36,25.0,0.35,0.51,0.6108,0.4055,0.4052,0.4622,0.5953,0.675,0.3732,0.5008,0.1562,0.3772,0.5285,0.274,0.4228,4.405,0.5815,0.21,0.3405,0.482,0.397,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
98,27,1728,35.85,6.45,61.22,35.85,20.0,0.495,0.385,0.5712,0.3575,0.4118,0.5108,0.5758,0.663,0.3052,0.4608,0.1438,0.4072,0.4925,0.3255,0.4082,4.205,0.599,0.178,0.35,0.471,0.406,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
99,28,40,71.07,10.23,121.95,71.07,25.0,0.505,0.51,0.6038,0.4035,0.145,0.584,0.57,0.6745,0.3745,0.43,0.1003,0.4435,0.4995,0.3698,0.4202,1.85,0.5915,0.1238,0.3243,0.4202,0.4588,5.5,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,LM Street,residential,residential,none,7.5m,SafeZone,0,0
100,28,2219,14.99,2.16,26.22,14.99,25.0,0.56,0.58,0.649,0.4605,0.2295,0.6515,0.563,0.6735,0.4045,0.4735,0.11,0.4915,0.504,0.3285,0.442,1.475,0.616,0.0895,0.295,0.431,0.4945,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,LM Street,residential,residential,none,7.5m,SafeZone,0,0
101,29,1588,26.23,3.78,44.5,26.23,25.0,0.275,0.6,0.7395,0.4965,0.2985,0.499,0.6405,0.7325,0.247,0.557,0.094,0.417,0.47,0.355,0.3715,10.01,0.65,0.2185,0.429,0.5035,0.377,3.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
102,29,1604,35.22,6.34,60.16,35.22,20.0,0.405,0.545,0.608,0.449,0.264,0.3855,0.6155,0.704,0.267,0.4525,0.106,0.4145,0.4335,0.3585,0.401,3.18,0.6145,0.118,0.4025,0.4375,0.358,4.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
103,29,2242,68.39,9.85,118.97,68.39,25.0,0.28,0.625,0.704,0.527,0.306,0.5765,0.6745,0.728,0.2975,0.5575,0.1095,0.4225,0.4565,0.3585,0.424,3.215,0.6315,0.203,0.4675,0.506,0.4305,3.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
104,30,43,105.44,12.65,183.79,105.44,30.0,0.38,0.465,0.808,0.4625,0.243,0.417,0.6595,0.7815,0.294,0.592,0.127,0.5065,0.6255,0.2495,0.3705,8.375,0.745,0.1885,0.4405,0.595,0.3285,7.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Cockburn Road,tertiary,tertiary,none,7.5m,SafeZone,0,0
105,30,44,131.09,11.8,221.64,131.09,40.0,0.385,0.56,0.7465,0.4255,0.321,0.5355,0.674,0.86,0.274,0.5975,0.1185,0.56,0.6865,0.216,0.3335,6.085,0.7145,0.188,0.521,0.591,0.325,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Cockburn Road,tertiary,tertiary,none,7.5m,SafeZone,0,0
106,30,57,196.57,23.59,343.41,196.57,30.0,0.4,0.485,0.775,0.4675,0.298,0.312,0.665,0.801,0.3265,0.6265,0.0895,0.4955,0.5935,0.2645,0.396,8.975,0.702,0.2045,0.4735,0.6165,0.3365,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Cockburn Road,tertiary,tertiary,none,7.5m,SafeZone,0,0
107,31,61,41.22,4.95,66.86,41.22,30.0,0.285,0.26,0.7845,0.4485,0.228,0.4395,0.633,0.737,0.3055,0.498,0.155,0.444,0.574,0.2245,0.3285,3.625,0.587,0.2265,0.394,0.5085,0.3875,7.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,residential,residential,none,7.5m,SafeZone,0,0
108,31,2264,57.69,6.92,95.73,57.69,30.0,0.39,0.265,0.724,0.513,0.329,0.2575,0.647,0.7245,0.355,0.5245,0.116,0.457,0.585,0.242,0.3555,2.04,0.608,0.1595,0.399,0.524,0.3335,7.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,residential,residential,none,7.5m,SafeZone,0,0
109,31,2272,54.12,6.49,89.25,54.12,30.0,0.37,0.455,0.7435,0.484,0.2765,0.2735,0.6305,0.745,0.33,0.5325,0.1555,0.489,0.537,0.296,0.355,1.44,0.588,0.2255,0.421,0.5185,0.375,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,residential,residential,none,7.5m,SafeZone,0,0
110,31,2293,15.34,1.84,25.03,15.34,30.0,0.315,0.43,0.652,0.4675,0.443,0.395,0.583,0.694,0.4075,0.446,0.167,0.446,0.502,0.308,0.3705,2.29,0.5225,0.1855,0.3245,0.439,0.4075,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,residential,residential,none,7.5m,SafeZone,0,0
111,32,2244,55.1,6.61,94.43,55.1,30.0,0.28,0.465,0.6765,0.4035,0.293,0.645,0.535,0.645,0.4105,0.47,0.134,0.4185,0.5195,0.31,0.4215,6.01,0.5845,0.1755,0.317,0.441,0.481,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,residential,residential,none,7.5m,SafeZone,0,0
112,32,2259,60.04,7.21,104.91,60.04,30.0,0.395,0.6,0.6655,0.414,0.252,0.675,0.5375,0.6475,0.452,0.4635,0.0885,0.4625,0.5445,0.358,0.4345,5.79,0.6255,0.1575,0.327,0.4395,0.519,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,residential,residential,none,7.5m,ModerateZone,0,0
113,32,2283,69.22,8.31,121.8,69.22,30.0,0.485,0.45,0.693,0.422,0.312,0.6075,0.5705,0.678,0.424,0.467,0.1475,0.462,0.5035,0.3705,0.4385,4.96,0.642,0.091,0.3465,0.4545,0.474,5.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,residential,residential,none,7.5m,SafeZone,0,0
114,33,1721,24.06,3.46,40.19,24.06,25.0,0.35,0.52,0.6255,0.3375,0.194,0.5995,0.5895,0.637,0.3425,0.4405,0.1015,0.3525,0.439,0.374,0.4155,2.32,0.51,0.1375,0.353,0.407,0.4795,4.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,residential,residential,none,7.5m,SafeZone,0,0
115,33,2236,46.8,5.62,77.96,46.8,30.0,0.195,0.585,0.654,0.4105,0.1345,0.473,0.574,0.653,0.3455,0.404,0.1035,0.357,0.5105,0.3295,0.3975,5.255,0.5365,0.0905,0.388,0.381,0.4065,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,residential,residential,none,7.5m,SafeZone,0,0
116,33,2289,46.7,5.6,80.28,46.7,30.0,0.42,0.5,0.6675,0.42,0.3165,0.7595,0.5855,0.641,0.3435,0.4385,0.1,0.4315,0.493,0.3795,0.4225,2.235,0.5935,0.1585,0.368,0.405,0.5155,5.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,residential,residential,none,7.5m,SafeZone,0,0
117,34,2255,59.91,8.63,99.55,59.91,25.0,0.4,0.47,0.616,0.434,0.3975,0.3675,0.5925,0.676,0.38,0.4315,0.1335,0.413,0.5045,0.3095,0.3795,4.105,0.5645,0.183,0.346,0.4075,0.3815,7.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
118,34,2259,87.5,12.6,149.62,87.5,25.0,0.355,0.575,0.6425,0.412,0.353,0.4275,0.589,0.6685,0.406,0.454,0.1095,0.4325,0.512,0.3395,0.4135,2.51,0.593,0.199,0.328,0.431,0.427,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
119,34,2285,51.56,9.28,85.44,51.56,20.0,0.45,0.445,0.5935,0.3815,0.1715,0.439,0.618,0.705,0.3495,0.4765,0.159,0.421,0.469,0.291,0.366,5.66,0.582,0.169,0.34,0.4335,0.388,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
120,35,77,24.75,2.97,42.21,24.75,30.0,0.205,0.415,0.7725,0.4505,0.205,0.4608,0.6762,0.7445,0.3057,0.6268,0.1355,0.4613,0.5295,0.2155,0.3968,2.23,0.6178,0.241,0.4705,0.6348,0.3522,5.5,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Hazrat Kambal Posh Road,tertiary,tertiary,none,7.5m,SafeZone,1,0
121,35,84,68.12,8.17,116.1,68.12,30.0,0.205,0.445,0.769,0.421,0.073,0.4905,0.658,0.717,0.297,0.618,0.1555,0.4875,0.5385,0.2165,0.3865,8.875,0.6355,0.193,0.4855,0.639,0.372,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Hazrat Kambal Posh Road,tertiary,tertiary,none,7.5m,SafeZone,1,0
122,35,88,52.8,6.34,88.84,52.8,30.0,0.2,0.425,0.718,0.376,0.055,0.7205,0.6135,0.671,0.31,0.555,0.1145,0.431,0.49,0.265,0.3995,3.915,0.566,0.254,0.453,0.5405,0.4475,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Hazrat Kambal Posh Road,tertiary,tertiary,none,7.5m,SafeZone,1,0
123,35,1707,40.7,4.88,68.7,40.7,30.0,0.355,0.29,0.744,0.4225,0.052,0.439,0.661,0.7555,0.305,0.6115,0.1245,0.4925,0.5215,0.2165,0.375,3.075,0.6255,0.262,0.462,0.588,0.375,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Hazrat Kambal Posh Road,tertiary,tertiary,none,7.5m,SafeZone,1,0
124,36,51,67.02,9.65,116.49,67.02,25.0,0.3575,0.5275,0.6182,0.3767,0.396,0.6882,0.5953,0.631,0.3715,0.488,0.0875,0.4292,0.5297,0.2915,0.431,2.99,0.614,0.1585,0.3313,0.4602,0.4748,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
125,36,511,35.31,5.08,61.19,35.31,25.0,0.455,0.555,0.603,0.4445,0.246,0.4115,0.6375,0.682,0.3805,0.5235,0.1235,0.4635,0.511,0.2925,0.4205,1.695,0.6245,0.1735,0.3165,0.4825,0.3945,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
126,36,513,83.48,15.03,138.22,83.48,20.0,0.305,0.42,0.562,0.3835,0.337,0.44,0.6405,0.6725,0.299,0.477,0.1205,0.3785,0.4945,0.2935,0.3745,7.27,0.5625,0.116,0.2785,0.4695,0.383,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
127,36,561,30.16,4.34,52.13,30.16,25.0,0.39,0.45,0.5955,0.3905,0.4725,0.569,0.595,0.668,0.3595,0.51,0.059,0.4155,0.4885,0.33,0.4245,2.62,0.608,0.128,0.2805,0.513,0.4665,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
128,37,71,18.52,3.33,31.03,18.52,20.0,0.52,0.51,0.5845,0.345,0.4065,0.4165,0.5935,0.7035,0.2675,0.5295,0.0965,0.427,0.525,0.327,0.3485,2.065,0.654,0.18,0.2945,0.5465,0.3685,7.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
129,37,74,51.57,7.43,87.32,51.57,25.0,0.465,0.42,0.6375,0.407,0.386,0.412,0.596,0.6655,0.3735,0.5255,0.134,0.4255,0.476,0.319,0.3715,2.38,0.6435,0.2135,0.3005,0.542,0.374,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
130,37,89,78.99,11.37,132.48,78.99,25.0,0.35,0.34,0.6445,0.389,0.4715,0.373,0.5835,0.7285,0.3405,0.5855,0.104,0.4405,0.515,0.239,0.3535,2.32,0.6475,0.247,0.363,0.605,0.3215,7.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
131,37,548,38.97,7.01,65.68,38.97,20.0,0.47,0.47,0.589,0.4325,0.32,0.6575,0.599,0.6975,0.299,0.489,0.088,0.3955,0.4235,0.3335,0.387,2.065,0.597,0.252,0.297,0.496,0.387,4.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
132,37,580,28.03,5.05,47.43,28.03,20.0,0.33,0.505,0.6055,0.453,0.2525,0.6285,0.5515,0.6655,0.2855,0.494,0.136,0.37,0.48,0.3475,0.3825,0.64,0.619,0.257,0.3285,0.489,0.411,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,0,0
133,38,39,103.1,12.37,173.87,103.1,30.0,0.485,0.475,0.725,0.4175,0.2035,0.3885,0.653,0.7865,0.3765,0.643,0.0885,0.533,0.5455,0.264,0.367,2.5,0.639,0.2155,0.4285,0.6595,0.363,5.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Armstrong Road,tertiary,tertiary,none,7.5m,SafeZone,0,0
134,38,65,34.21,4.11,57.92,34.21,30.0,0.435,0.595,0.793,0.4565,0.124,0.467,0.626,0.7655,0.325,0.63,0.0795,0.5395,0.6065,0.28,0.3525,3.08,0.681,0.283,0.423,0.614,0.3775,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Armstrong Road,tertiary,tertiary,none,7.5m,SafeZone,0,0
135,38,2245,86.76,10.41,146.33,86.76,30.0,0.335,0.58,0.6915,0.4275,0.1075,0.5345,0.623,0.6905,0.37,0.5665,0.1265,0.455,0.566,0.296,0.374,6.895,0.625,0.2115,0.43,0.574,0.43,6.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Armstrong Road,tertiary,tertiary,none,7.5m,SafeZone,0,0
136,39,55,111.22,16.02,187.77,111.22,25.0,0.39,0.345,0.645,0.4015,0.158,0.5455,0.6205,0.768,0.368,0.52,0.0855,0.4265,0.468,0.2745,0.376,3.795,0.6245,0.1805,0.392,0.544,0.3785,4.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Kamaraj Road,tertiary,tertiary,none,7.5m,SafeZone,0,0
137,39,2221,43.71,5.24,74.16,43.71,30.0,0.455,0.305,0.733,0.468,0.149,0.5065,0.6495,0.8305,0.3835,0.637,0.141,0.507,0.519,0.274,0.373,2.3,0.6475,0.2,0.4475,0.6635,0.356,4.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Kamaraj Road,tertiary,tertiary,none,7.5m,SafeZone,0,0
138,39,2261,109.45,13.13,186.47,109.45,30.0,0.35,0.48,0.6915,0.459,0.33,0.525,0.657,0.804,0.3035,0.611,0.104,0.514,0.5395,0.223,0.3695,5.525,0.6685,0.2105,0.3985,0.584,0.363,5.0,CENTRAL BANGALORE,Bi-directional,Shivajinagar,Shivajinagar,Kamaraj Road,tertiary,tertiary,none,7.5m,SafeZone,0,0
